iter	RMSE
207	24.59221115
208	24.58933579
209	24.56475512
210	24.54458819
211	24.53349783
212	24.52960365
213	24.52757218
214	24.50904748
215	24.49626115
216	24.48380895
217	24.47991437
218	24.47399621
219	24.47373046
220	24.46976911
221	24.46697829
222	24.45600728
223	24.44806011
224	24.4453976
225	24.44283164
226	24.4251278
227	24.42250668
228	24.41837796
229	24.41213134
230	24.41193899
231	24.40933807
232	24.40600725
233	24.39755977
234	24.39244368
235	24.38078616
236	24.37658046
237	24.37402355
238	24.37256578
239	24.37005356
240	24.35860578
241	24.35609966
242	24.33791919
243	24.33549154
244	24.33246476
245	24.32197145
246	24.31868376
247	24.30751493
248	24.30511078
249	24.29669216
250	24.29660473
251	24.29462093
252	24.29339854
253	24.28243104
254	24.28006357
255	24.26929004
256	24.26696709
257	24.26673732
258	24.26663132
259	24.26373852
260	24.26146937
261	24.24643915
262	24.24634248
263	24.24508261
264	24.24282799
265	24.22189809
266	24.21967416
267	24.21958021
268	24.21739227
269	24.2172714
270	24.21713372
271	24.21180458
272	24.20480601
273	24.20264581
274	24.2005025
275	24.19081654
276	24.18037702
277	24.17828839
278	24.17820171
279	24.17602781
280	24.17397998
281	24.17390115
282	24.17298051
283	24.17216389
284	24.17147259
285	24.16902802
286	24.16803894
287	24.16601981
288	24.16403292
289	24.15848118
290	24.15840611
291	24.15833535
292	24.1368525
293	24.13678801
294	24.13589287
295	24.13584419
296	24.13384267
297	24.13188483
298	24.12992909
299	24.12988412
300	24.12796763
301	24.12792666
302	24.12780898
303	24.1277717
304	24.12312623
305	24.113652
306	24.11284089
307	24.11096251
308	24.10067693
309	24.10064253
310	24.09874168
311	24.09691257
312	24.09511202
313	24.09333923
314	24.0913952
315	24.0776222
316	24.0775911
317	24.06245098
318	24.06068526
319	24.05820015
320	24.04815571
321	24.04010263
322	24.04007385
323	24.03833622
324	24.02238997
325	24.00613279
326	24.00160345
327	23.98843524
328	23.98463677
329	23.98299694
330	23.97310669
331	23.96972049
332	23.9538668
333	23.95169063
334	23.94699438
335	23.94272105
336	23.94100018
337	23.93932085
338	23.92958266
339	23.92944844
340	23.92614729
341	23.92601193
342	23.92170246
343	23.90856134
344	23.90828307
345	23.90661173
346	23.90497848
347	23.89986169
348	23.89823837
349	23.89812533
350	23.89654222
351	23.89622461
352	23.89117214
353	23.88596994
354	23.88440903
355	23.87785863
356	23.87777232
357	23.87773493
358	23.87617617
359	23.8759186
360	23.87438721
361	23.86801548
362	23.8646869
363	23.8601862
364	23.85783987
365	23.85633021
366	23.85484316
367	23.85061514
368	23.84915023
369	23.84905045
370	23.84853982
371	23.84840808
372	23.84696441
373	23.83283323
374	23.83273965
375	23.83263754
376	23.83121805
377	23.83098261
378	23.82917467
379	23.82914911
380	23.82875316
381	23.82872884
382	23.82680352
383	23.81464674
384	23.8026662
385	23.80242227
386	23.80234258
387	23.80213713
388	23.80211626
389	23.78275044
390	23.78258329
391	23.77792527
392	23.77637507
393	23.77589544
394	23.76871568
395	23.76810944
396	23.76808097
397	23.76667919
398	23.76666147
399	23.75327193
400	23.75189758
401	23.75170791
402	23.74396289
403	23.73641663
404	23.73505276
405	23.73486814
406	23.73473044
407	23.73337212
408	23.72592796
409	23.72338981
410	23.7220511
411	23.72123031
412	23.7199161
413	23.71983581
414	23.71686754
415	23.71557294
416	23.70882331
417	23.70866376
418	23.70152381
419	23.69919682
420	23.68782791
421	23.68089843
422	23.68074238
423	23.67847239
424	23.67839158
425	23.67834956
426	23.67708321
427	23.66432521
428	23.66353818
429	23.66337319
430	23.66212498
431	23.64838637
432	23.64831313
433	23.64277581
434	23.64263334
435	23.63578123
436	23.63304137
437	23.6264832
438	23.62377555
439	23.623575
440	23.61275423
441	23.61262935
442	23.60778412
443	23.60766776
444	23.60755183
445	23.60745265
446	23.60736093
447	23.60715551
448	23.60427493
449	23.60228169
450	23.59009741
451	23.58368535
452	23.58359967
453	23.58356091
454	23.58233779
455	23.57785248
456	23.57648358
457	23.57362307
458	23.5674014
459	23.56732164
460	23.56121186
461	23.56000998
462	23.55792246
463	23.5578448
464	23.55604204
465	23.54962094
466	23.54954711
467	23.54948664
468	23.54500503
469	23.54493651
470	23.54487261
471	23.54369801
472	23.53913709
473	23.53625955
474	23.53030109
475	23.52624742
476	23.52606246
477	23.51585607
478	23.51581636
479	23.51299813
480	23.51293754
481	23.51284727
482	23.51018263
483	23.50746113
484	23.50472236
485	23.50443297
486	23.50176545
487	23.50170844
488	23.50054508
489	23.49864475
490	23.49858773
491	23.49592456
492	23.49157135
493	23.48640512
494	23.48250662
495	23.48245242
496	23.48010184
497	23.47822254
498	23.47708542
499	23.47705733
500	23.47593568
501	23.47355129
502	23.46792065
503	23.46788813
504	23.46530884
505	23.45994906
506	23.45739859
507	23.45734526
508	23.45093128
509	23.44685735
510	23.4395866
511	23.43702469
512	23.43343129
513	23.43338129
514	23.43335942
515	23.43330884
516	23.43326097
517	23.4329917
518	23.42897793
519	23.42663128
520	23.4241198
521	23.42395368
522	23.4206872
523	23.41700363
524	23.4130731
525	23.40007586
526	23.39760183
527	23.39162284
528	23.38917533
529	23.38534097
530	23.380544
531	23.37513089
532	23.37312149
533	23.36804546
534	23.36800304
535	23.36559329
536	23.36558737
537	23.36558196
538	23.36336501
539	23.36232918
540	23.36120631
541	23.36116748
542	23.35884835
543	23.35494476
544	23.34628932
545	23.34622536
546	23.34435107
547	23.33882937
548	23.33652657
549	23.33426776
550	23.33002342
551	23.32724886
552	23.32567958
553	23.31568884
554	23.31343994
555	23.3099352
556	23.30767666
557	23.30545703
558	23.30361054
559	23.30141163
560	23.29585386
561	23.29474996
562	23.29129702
563	23.29019504
564	23.28618062
565	23.28403903
566	23.28012154
567	23.27473919
568	23.27374406
569	23.27160592
570	23.26950619
571	23.26175221
572	23.26173059
573	23.26168277
574	23.25646253
575	23.25537648
576	23.2514916
577	23.24352569
578	23.2392185
579	23.23917659
580	23.2350454
581	23.23498795
582	23.23215306
583	23.23014102
584	23.22812253
585	23.22613507
586	23.22576287
587	23.22572526
588	23.22557599
589	23.22555376
590	23.22359427
591	23.22176898
592	23.22174365
593	23.21956253
594	23.21653276
595	23.21460618
596	23.21460281
597	23.20759539
598	23.2075477
599	23.20647257
600	23.19038333
601	23.17984439
602	23.17980889
603	23.17590432
604	23.17585546
605	23.17398423
606	23.16999167
607	23.16796627
608	23.16363599
609	23.15915152
610	23.15700813
611	23.15208543
612	23.14615035
613	23.13141402
614	23.13034396
615	23.13030995
616	23.12849738
617	23.12846071
618	23.1226071
619	23.12155992
620	23.12052577
621	23.11388109
622	23.11090286
623	23.11087201
624	23.10592388
625	23.10217155
626	23.10036213
627	23.09855723
628	23.09753708
629	23.09750751
630	23.09748055
631	23.0974403
632	23.09571464
633	23.09457233
634	23.09259364
635	23.09084266
636	23.08910415
637	23.08738353
638	23.08735486
639	23.08665119
640	23.08426738
641	23.08259859
642	23.08090975
643	23.08084376
644	23.07866811
645	23.07543904
646	23.07539303
647	23.07321154
648	23.06466582
649	23.06365909
650	23.06134553
651	23.05850351
652	23.05657924
653	23.05496085
654	23.0549308
655	23.05212884
656	23.04378329
657	23.04028742
658	23.03928761
659	23.03456042
660	23.03279597
661	23.02558677
662	23.02376558
663	23.02374697
664	23.02182573
665	23.01886821
666	23.01867985
667	23.01531062
668	23.01346245
669	23.01187764
670	23.00799554
671	23.0005407
672	22.99862014
673	22.9984916
674	22.9912411
675	22.99035208
676	22.98936678
677	22.98623086
678	22.9846692
679	22.98462712
680	22.98084442
681	22.96209654
682	22.96173563
683	22.95172791
684	22.95022764
685	22.94851247
686	22.9448124
687	22.94146173
688	22.93763056
689	22.93380092
690	22.92518151
691	22.92422557
692	22.92373002
693	22.91409469
694	22.91313486
695	22.91161873
696	22.91104263
697	22.91091622
698	22.91008799
699	22.90914714
700	22.9054216
701	22.90392239
702	22.90298949
703	22.90295066
704	22.90141696
705	22.90109522
706	22.89942612
707	22.89627666
708	22.89334268
709	22.89332294
710	22.8933212
711	22.88959601
712	22.88867253
713	22.88777045
714	22.88167921
715	22.87855336
716	22.8769098
717	22.87314185
718	22.86871032
719	22.85963556
720	22.85524524
721	22.85248197
722	22.85244447
723	22.85242613
724	22.85097169
725	22.84671483
726	22.84370694
727	22.83782816
728	22.83601091
729	22.83333874
730	22.83106768
731	22.82848467
732	22.82704727
733	22.82436163
734	22.82186932
735	22.82169429
736	22.82029685
737	22.80895935
738	22.80756911
739	22.80655812
740	22.80653087
741	22.80516284
742	22.80500982
743	22.79623165
744	22.7921328
745	22.79205866
746	22.7887953
747	22.78626308
748	22.77442633
749	22.77429467
750	22.77173364
751	22.76951052
752	22.76818078
753	22.76722075
754	22.76450478
755	22.76399326
756	22.7639602
757	22.76256436
758	22.7561061
759	22.75576701
760	22.75282327
761	22.7487277
762	22.74784861
763	22.74782633
764	22.73941626
765	22.7381032
766	22.73559033
767	22.73332493
768	22.73014061
769	22.72851432
770	22.72645792
771	22.71810502
772	22.71578962
773	22.70839362
774	22.70834382
775	22.7074789
776	22.70726668
777	22.70017371
778	22.70010106
779	22.69737883
780	22.69607029
781	22.6937574
782	22.69206122
783	22.68938861
784	22.68852832
785	22.68618083
786	22.68354816
787	22.67641751
788	22.67010474
789	22.6678124
790	22.66484955
791	22.66400055
792	22.66047924
793	22.65520528
794	22.65459631
795	22.65199424
796	22.64603733
797	22.6443547
798	22.64058904
799	22.63934698
800	22.63809009
801	22.63725603
802	22.63505747
803	22.63501663
804	22.63487494
805	22.63049779
806	22.62920856
807	22.6254235
808	22.62307747
809	22.62079941
810	22.62076896
811	22.62069861
812	22.61306392
813	22.61184256
814	22.6104007
815	22.60865617
816	22.60782824
817	22.60292982
818	22.59982905
819	22.59902305
820	22.5987411
821	22.58986451
822	22.58058929
823	22.57940386
824	22.57437942
825	22.57321733
826	22.56804249
827	22.56284133
828	22.56271961
829	22.56069206
830	22.55955838
831	22.55660226
832	22.55659963
833	22.55453372
834	22.55285634
835	22.53951345
836	22.52157594
837	22.5195362
838	22.51752013
839	22.5058648
840	22.50507112
841	22.50487
842	22.50407845
843	22.50329863
844	22.49981581
845	22.49904661
846	22.49827176
847	22.49713306
848	22.49303494
849	22.49104647
850	22.4903056
851	22.48918701
852	22.48915472
853	22.48762724
854	22.48055155
855	22.47946245
856	22.47695649
857	22.47499964
858	22.47388189
859	22.47384695
860	22.47050424
861	22.4667028
862	22.4648162
863	22.46140906
864	22.45968161
865	22.45721148
866	22.45647376
867	22.45441623
868	22.45367963
869	22.45244514
870	22.44923061
871	22.44720897
872	22.44538228
873	22.44291122
874	22.4328721
875	22.43032052
876	22.42246168
877	22.4217338
878	22.41920078
879	22.41845571
880	22.41838478
881	22.41658721
882	22.41560766
883	22.41341802
884	22.41338624
885	22.4126764
886	22.40384038
887	22.40313969
888	22.39817457
889	22.39661883
890	22.3946988
891	22.39152809
892	22.38986091
893	22.38516934
894	22.3850087
895	22.3785319
896	22.37673883
897	22.37605044
898	22.37497962
899	22.37392566
900	22.37377807
901	22.37203679
902	22.36970975
903	22.36737541
904	22.3652519
905	22.36225166
906	22.36019384
907	22.35389331
908	22.35062516
909	22.34372536
910	22.33923437
911	22.33309597
912	22.32847309
913	22.3255454
914	22.32269857
915	22.32087343
916	22.31591224
917	22.31320422
918	22.31252352
919	22.31026442
920	22.30875007
921	22.3054581
922	22.30478333
923	22.30248725
924	22.30182517
925	22.28820932
926	22.27068146
927	22.26800831
928	22.26776213
929	22.26706037
930	22.26552909
931	22.26534078
932	22.25709803
933	22.25487312
934	22.25336373
935	22.25334241
936	22.25331823
937	22.24844025
938	22.2462437
939	22.2461889
940	22.24553739
941	22.24433237
942	22.23310937
943	22.23094358
944	22.23007135
945	22.22796893
946	22.22732377
947	22.22469581
948	22.218596
949	22.21286513
950	22.21120434
951	22.21106988
952	22.20937309
953	22.20130686
954	22.20067064
955	22.20004255
956	22.1985448
957	22.19554326
958	22.18948375
959	22.18109791
960	22.17960915
961	22.1775023
962	22.17586121
963	22.16373981
964	22.16226677
965	22.16019344
966	22.15954003
967	22.15615483
968	22.15553376
969	22.14659826
970	22.14455646
971	22.14432165
972	22.14371004
973	22.14121843
974	22.13916219
975	22.12573378
976	22.12344446
977	22.12183138
978	22.11101072
979	22.10898998
980	22.10888547
981	22.09992293
982	22.0973309
983	22.09417971
984	22.09336697
985	22.09205153
986	22.0906464
987	22.08969185
988	22.08719477
989	22.08464058
990	22.08310616
991	22.0826871
992	22.08112931
993	22.07961663
994	22.0779271
995	22.07597165
996	22.07501246
997	22.0736054
998	22.07167732
999	22.0685273
